"Region","Country","State","City","Month","Day","Year","AvgTemperature"
"Asia","China","","Beijing",6,1,1995,66.5
"Asia","China","","Beijing",6,2,1995,70.6
"Asia","China","","Beijing",6,3,1995,74.4
"Asia","China","","Beijing",6,4,1995,80.3
"Asia","China","","Beijing",6,5,1995,77.6
"Asia","China","","Beijing",6,6,1995,74
"Asia","China","","Beijing",6,7,1995,75.1
"Asia","China","","Beijing",6,8,1995,74.5
"Asia","China","","Beijing",6,9,1995,75
"Asia","China","","Beijing",6,10,1995,79
"Asia","China","","Beijing",6,11,1995,78.1
"Asia","China","","Beijing",6,12,1995,77.7
"Asia","China","","Beijing",6,13,1995,77.4
"Asia","China","","Beijing",6,14,1995,77
"Asia","China","","Beijing",6,15,1995,75.2
"Asia","China","","Beijing",6,16,1995,70.9
"Asia","China","","Beijing",6,17,1995,67
"Asia","China","","Beijing",6,18,1995,68.7
"Asia","China","","Beijing",6,19,1995,80.4
"Asia","China","","Beijing",6,20,1995,74.5
"Asia","China","","Beijing",6,21,1995,77.2
"Asia","China","","Beijing",6,22,1995,75.5
"Asia","China","","Beijing",6,23,1995,80.1
"Asia","China","","Beijing",6,24,1995,76.4
"Asia","China","","Beijing",6,25,1995,80
"Asia","China","","Beijing",6,26,1995,73.5
"Asia","China","","Beijing",6,27,1995,80.8
"Asia","China","","Beijing",6,28,1995,80.7
"Asia","China","","Beijing",6,29,1995,75.6
"Asia","China","","Beijing",6,30,1995,71.2
"Asia","China","","Beijing",7,1,1995,68.3
"Asia","China","","Beijing",7,2,1995,77.6
"Asia","China","","Beijing",7,3,1995,80.9
"Asia","China","","Beijing",7,4,1995,82.5
"Asia","China","","Beijing",7,5,1995,83.9
"Asia","China","","Beijing",7,6,1995,84.8
"Asia","China","","Beijing",7,7,1995,83.6
"Asia","China","","Beijing",7,8,1995,83.5
"Asia","China","","Beijing",7,9,1995,85
"Asia","China","","Beijing",7,10,1995,86.9
"Asia","China","","Beijing",7,11,1995,80.5
"Asia","China","","Beijing",7,12,1995,85.2
"Asia","China","","Beijing",7,13,1995,73.9
"Asia","China","","Beijing",7,14,1995,70.1
"Asia","China","","Beijing",7,15,1995,80.2
"Asia","China","","Beijing",7,16,1995,79.8
"Asia","China","","Beijing",7,17,1995,74.6
"Asia","China","","Beijing",7,18,1995,65.8
"Asia","China","","Beijing",7,19,1995,70.7
"Asia","China","","Beijing",7,20,1995,78.3
"Asia","China","","Beijing",7,21,1995,81.3
"Asia","China","","Beijing",7,22,1995,82
"Asia","China","","Beijing",7,23,1995,73.3
"Asia","China","","Beijing",7,24,1995,79.9
"Asia","China","","Beijing",7,25,1995,70.6
"Asia","China","","Beijing",7,26,1995,79
"Asia","China","","Beijing",7,27,1995,78.9
"Asia","China","","Beijing",7,28,1995,78.5
"Asia","China","","Beijing",7,29,1995,74
"Asia","China","","Beijing",7,30,1995,82.8
"Asia","China","","Beijing",7,31,1995,80.9
"Asia","China","","Beijing",8,1,1995,79.4
"Asia","China","","Beijing",8,2,1995,72.4
"Asia","China","","Beijing",8,3,1995,76.6
"Asia","China","","Beijing",8,4,1995,78.6
"Asia","China","","Beijing",8,5,1995,76.9
"Asia","China","","Beijing",8,6,1995,73.2
"Asia","China","","Beijing",8,7,1995,79.6
"Asia","China","","Beijing",8,8,1995,81.5
"Asia","China","","Beijing",8,9,1995,84.1
"Asia","China","","Beijing",8,10,1995,81.1
"Asia","China","","Beijing",8,11,1995,75.4
"Asia","China","","Beijing",8,12,1995,78.1
"Asia","China","","Beijing",8,13,1995,79.6
"Asia","China","","Beijing",8,14,1995,72.1
"Asia","China","","Beijing",8,15,1995,78.7
"Asia","China","","Beijing",8,16,1995,69.1
"Asia","China","","Beijing",8,17,1995,74
"Asia","China","","Beijing",8,18,1995,75.6
"Asia","China","","Beijing",8,19,1995,76.6
"Asia","China","","Beijing",8,20,1995,78.9
"Asia","China","","Beijing",8,21,1995,78.9
"Asia","China","","Beijing",8,22,1995,78
"Asia","China","","Beijing",8,23,1995,79.5
"Asia","China","","Beijing",8,24,1995,81.4
"Asia","China","","Beijing",8,25,1995,81.3
"Asia","China","","Beijing",8,26,1995,78.6
"Asia","China","","Beijing",8,27,1995,76.2
"Asia","China","","Beijing",8,28,1995,79.4
"Asia","China","","Beijing",8,29,1995,74.6
"Asia","China","","Beijing",8,30,1995,79.4
"Asia","China","","Beijing",8,31,1995,72.9
"Asia","China","","Beijing",9,1,1995,68.9
"Asia","China","","Beijing",9,2,1995,76.3
"Asia","China","","Beijing",9,3,1995,71.2
"Asia","China","","Beijing",9,4,1995,74
"Asia","China","","Beijing",9,5,1995,69.2
"Asia","China","","Beijing",9,6,1995,60.5
"Asia","China","","Beijing",9,7,1995,62.6
"Asia","China","","Beijing",9,8,1995,58.8
"Asia","China","","Beijing",9,9,1995,66.8
"Asia","China","","Beijing",9,10,1995,63.9
"Asia","China","","Beijing",9,11,1995,66.6
"Asia","China","","Beijing",9,12,1995,66.6
"Asia","China","","Beijing",9,13,1995,68.4
"Asia","China","","Beijing",9,14,1995,61.8
"Asia","China","","Beijing",9,15,1995,69.6
"Asia","China","","Beijing",9,16,1995,69.8
"Asia","China","","Beijing",9,17,1995,70.2
"Asia","China","","Beijing",9,18,1995,71.1
"Asia","China","","Beijing",9,19,1995,67.8
"Asia","China","","Beijing",9,20,1995,69
"Asia","China","","Beijing",9,21,1995,69.5
"Asia","China","","Beijing",9,22,1995,70.5
"Asia","China","","Beijing",9,23,1995,59.1
"Asia","China","","Beijing",9,24,1995,59.1
"Asia","China","","Beijing",9,25,1995,54.8
"Asia","China","","Beijing",9,26,1995,58.5
"Asia","China","","Beijing",9,27,1995,60.2
"Asia","China","","Beijing",9,28,1995,64.3
"Asia","China","","Beijing",9,29,1995,65.6
"Asia","China","","Beijing",9,30,1995,67.3
"Asia","China","","Beijing",10,1,1995,65.5
"Asia","China","","Beijing",10,2,1995,58.3
"Asia","China","","Beijing",10,3,1995,63.1
"Asia","China","","Beijing",10,4,1995,56.3
"Asia","China","","Beijing",10,5,1995,51.8
"Asia","China","","Beijing",10,6,1995,53.5
"Asia","China","","Beijing",10,7,1995,59.1
"Asia","China","","Beijing",10,8,1995,61.8
"Asia","China","","Beijing",10,9,1995,59.9
"Asia","China","","Beijing",10,10,1995,60.2
"Asia","China","","Beijing",10,11,1995,61.6
"Asia","China","","Beijing",10,12,1995,65.2
"Asia","China","","Beijing",10,13,1995,61
"Asia","China","","Beijing",10,14,1995,61.3
"Asia","China","","Beijing",10,15,1995,59.6
"Asia","China","","Beijing",10,16,1995,61.1
"Asia","China","","Beijing",10,17,1995,63.2
"Asia","China","","Beijing",10,18,1995,58.3
"Asia","China","","Beijing",10,19,1995,57.6
"Asia","China","","Beijing",10,20,1995,56.1
"Asia","China","","Beijing",10,21,1995,60.4
"Asia","China","","Beijing",10,22,1995,61.5
"Asia","China","","Beijing",10,23,1995,59.7
"Asia","China","","Beijing",10,24,1995,57.4
"Asia","China","","Beijing",10,25,1995,59.1
"Asia","China","","Beijing",10,26,1995,60
"Asia","China","","Beijing",10,27,1995,53.8
"Asia","China","","Beijing",10,28,1995,55.3
"Asia","China","","Beijing",10,29,1995,54.6
"Asia","China","","Beijing",10,30,1995,48.9
"Asia","China","","Beijing",10,31,1995,35.2
"Asia","China","","Beijing",11,1,1995,41.8
"Asia","China","","Beijing",11,2,1995,52.6
"Asia","China","","Beijing",11,3,1995,54.8
"Asia","China","","Beijing",11,4,1995,54.4
"Asia","China","","Beijing",11,5,1995,55.5
"Asia","China","","Beijing",11,6,1995,52
"Asia","China","","Beijing",11,7,1995,42.9
"Asia","China","","Beijing",11,8,1995,44.4
"Asia","China","","Beijing",11,9,1995,52.3
"Asia","China","","Beijing",11,10,1995,54.2
"Asia","China","","Beijing",11,11,1995,54.7
"Asia","China","","Beijing",11,12,1995,54.5
"Asia","China","","Beijing",11,13,1995,52.1
"Asia","China","","Beijing",11,14,1995,48.9
"Asia","China","","Beijing",11,15,1995,45.9
"Asia","China","","Beijing",11,16,1995,50
"Asia","China","","Beijing",11,17,1995,47.1
"Asia","China","","Beijing",11,18,1995,46.6
"Asia","China","","Beijing",11,19,1995,40.3
"Asia","China","","Beijing",11,20,1995,39
"Asia","China","","Beijing",11,21,1995,43.5
"Asia","China","","Beijing",11,22,1995,34.9
"Asia","China","","Beijing",11,23,1995,37.4
"Asia","China","","Beijing",11,24,1995,44.4
"Asia","China","","Beijing",11,25,1995,46.2
"Asia","China","","Beijing",11,26,1995,38.2
"Asia","China","","Beijing",11,27,1995,37.5
"Asia","China","","Beijing",11,28,1995,38.7
"Asia","China","","Beijing",11,29,1995,39.5
"Asia","China","","Beijing",11,30,1995,37.7
"Asia","China","","Beijing",12,1,1995,37
"Asia","China","","Beijing",12,2,1995,37.9
"Asia","China","","Beijing",12,3,1995,35.5
"Asia","China","","Beijing",12,4,1995,31.7
"Asia","China","","Beijing",12,5,1995,30.1
"Asia","China","","Beijing",12,6,1995,32.7
"Asia","China","","Beijing",12,7,1995,33
"Asia","China","","Beijing",12,8,1995,29.4
"Asia","China","","Beijing",12,9,1995,28.7
"Asia","China","","Beijing",12,10,1995,31.3
"Asia","China","","Beijing",12,11,1995,36.6
"Asia","China","","Beijing",12,12,1995,35.1
"Asia","China","","Beijing",12,13,1995,32.2
"Asia","China","","Beijing",12,14,1995,31.8
"Asia","China","","Beijing",12,15,1995,30.6
"Asia","China","","Beijing",12,16,1995,30.9
"Asia","China","","Beijing",12,17,1995,30.4
"Asia","China","","Beijing",12,18,1995,33.2
"Asia","China","","Beijing",12,19,1995,33.1
"Asia","China","","Beijing",12,20,1995,32.8
"Asia","China","","Beijing",12,21,1995,33.8
"Asia","China","","Beijing",12,22,1995,32.6
"Asia","China","","Beijing",12,23,1995,29.1
"Asia","China","","Beijing",12,24,1995,23.9
"Asia","China","","Beijing",12,25,1995,23.7
"Asia","China","","Beijing",12,26,1995,26.9
"Asia","China","","Beijing",12,27,1995,28
"Asia","China","","Beijing",12,28,1995,26.3
"Asia","China","","Beijing",12,29,1995,27
"Asia","China","","Beijing",12,30,1995,33.3
"Asia","China","","Beijing",12,31,1995,34
"Asia","China","","Beijing",8,1,1996,72
"Asia","China","","Beijing",8,2,1996,77.5
"Asia","China","","Beijing",8,3,1996,77.7
"Asia","China","","Beijing",8,4,1996,76.2
"Asia","China","","Beijing",8,5,1996,73.5
"Asia","China","","Beijing",8,6,1996,82.9
"Asia","China","","Beijing",8,7,1996,83.8
"Asia","China","","Beijing",8,8,1996,79.2
"Asia","China","","Beijing",8,9,1996,73.9
"Asia","China","","Beijing",8,10,1996,75.7
"Asia","China","","Beijing",8,11,1996,73.2
"Asia","China","","Beijing",8,12,1996,76.3
"Asia","China","","Beijing",8,13,1996,74.7
"Asia","China","","Beijing",8,14,1996,79.3
"Asia","China","","Beijing",8,15,1996,81.4
"Asia","China","","Beijing",8,16,1996,82.7
"Asia","China","","Beijing",8,17,1996,83.3
"Asia","China","","Beijing",8,18,1996,82.9
"Asia","China","","Beijing",8,19,1996,78.8
"Asia","China","","Beijing",8,20,1996,68.3
"Asia","China","","Beijing",8,21,1996,71.5
"Asia","China","","Beijing",8,22,1996,62.3
"Asia","China","","Beijing",8,23,1996,71.2
"Asia","China","","Beijing",8,24,1996,61.4
"Asia","China","","Beijing",8,25,1996,67.1
"Asia","China","","Beijing",8,26,1996,70.4
"Asia","China","","Beijing",8,27,1996,72.9
"Asia","China","","Beijing",8,28,1996,73.6
"Asia","China","","Beijing",8,29,1996,73.6
"Asia","China","","Beijing",8,30,1996,74.6
"Asia","China","","Beijing",8,31,1996,75.8
"Asia","China","","Beijing",8,1,1997,72.9
"Asia","China","","Beijing",8,2,1997,78.7
"Asia","China","","Beijing",8,3,1997,80.3
"Asia","China","","Beijing",8,4,1997,81.7
"Asia","China","","Beijing",8,5,1997,81.4
"Asia","China","","Beijing",8,6,1997,80.5
"Asia","China","","Beijing",8,7,1997,78
"Asia","China","","Beijing",8,8,1997,82.3
"Asia","China","","Beijing",8,9,1997,78.7
"Asia","China","","Beijing",8,10,1997,76.9
"Asia","China","","Beijing",8,11,1997,79.7
"Asia","China","","Beijing",8,12,1997,81.2
"Asia","China","","Beijing",8,13,1997,81.5
"Asia","China","","Beijing",8,14,1997,80.8
"Asia","China","","Beijing",8,15,1997,79.1
"Asia","China","","Beijing",8,16,1997,73.2
"Asia","China","","Beijing",8,17,1997,78.7
"Asia","China","","Beijing",8,18,1997,79.8
"Asia","China","","Beijing",8,19,1997,79.9
"Asia","China","","Beijing",8,20,1997,74.8
"Asia","China","","Beijing",8,21,1997,80.9
"Asia","China","","Beijing",8,22,1997,79.8
"Asia","China","","Beijing",8,23,1997,82.1
"Asia","China","","Beijing",8,24,1997,82.7
"Asia","China","","Beijing",8,25,1997,81.7
"Asia","China","","Beijing",8,26,1997,80.4
"Asia","China","","Beijing",8,27,1997,81.8
"Asia","China","","Beijing",8,28,1997,78.1
"Asia","China","","Beijing",8,29,1997,76.5
"Asia","China","","Beijing",8,30,1997,79.3
"Asia","China","","Beijing",8,31,1997,79.2
"Asia","China","","Beijing",8,1,1998,79.8
"Asia","China","","Beijing",8,2,1998,79.3
"Asia","China","","Beijing",8,3,1998,77.2
"Asia","China","","Beijing",8,4,1998,75.7
"Asia","China","","Beijing",8,5,1998,81.6
"Asia","China","","Beijing",8,6,1998,84.8
"Asia","China","","Beijing",8,7,1998,76.4
"Asia","China","","Beijing",8,8,1998,80.8
"Asia","China","","Beijing",8,9,1998,81.1
"Asia","China","","Beijing",8,10,1998,80.7
"Asia","China","","Beijing",8,11,1998,83.5
"Asia","China","","Beijing",8,12,1998,80.1
"Asia","China","","Beijing",8,13,1998,82
"Asia","China","","Beijing",8,14,1998,83.3
"Asia","China","","Beijing",8,15,1998,78.6
"Asia","China","","Beijing",8,16,1998,72.8
"Asia","China","","Beijing",8,17,1998,78.3
"Asia","China","","Beijing",8,18,1998,79.3
"Asia","China","","Beijing",8,19,1998,77.9
"Asia","China","","Beijing",8,20,1998,76
"Asia","China","","Beijing",8,21,1998,72.5
"Asia","China","","Beijing",8,22,1998,68
"Asia","China","","Beijing",8,23,1998,78.3
"Asia","China","","Beijing",8,24,1998,70.5
"Asia","China","","Beijing",8,25,1998,79.4
"Asia","China","","Beijing",8,26,1998,78.4
"Asia","China","","Beijing",8,27,1998,74.8
"Asia","China","","Beijing",8,28,1998,75.3
"Asia","China","","Beijing",8,29,1998,70.8
"Asia","China","","Beijing",8,30,1998,70.8
"Asia","China","","Beijing",8,31,1998,69
"Asia","China","","Beijing",8,1,1999,76.6
"Asia","China","","Beijing",8,2,1999,79.8
"Asia","China","","Beijing",8,3,1999,81.1
"Asia","China","","Beijing",8,4,1999,80.3
"Asia","China","","Beijing",8,5,1999,77.6
"Asia","China","","Beijing",8,6,1999,81.3
"Asia","China","","Beijing",8,7,1999,78.1
"Asia","China","","Beijing",8,8,1999,82.5
"Asia","China","","Beijing",8,9,1999,74.5
"Asia","China","","Beijing",8,10,1999,79.1
"Asia","China","","Beijing",8,11,1999,78.6
"Asia","China","","Beijing",8,12,1999,77.7
"Asia","China","","Beijing",8,13,1999,79.2
"Asia","China","","Beijing",8,14,1999,77.8
"Asia","China","","Beijing",8,15,1999,82.3
"Asia","China","","Beijing",8,16,1999,83.1
"Asia","China","","Beijing",8,17,1999,77.4
"Asia","China","","Beijing",8,18,1999,68.6
"Asia","China","","Beijing",8,19,1999,69.2
"Asia","China","","Beijing",8,20,1999,74.8
"Asia","China","","Beijing",8,21,1999,76.6
"Asia","China","","Beijing",8,22,1999,74.7
"Asia","China","","Beijing",8,23,1999,75
"Asia","China","","Beijing",8,24,1999,77.6
"Asia","China","","Beijing",8,25,1999,77.1
"Asia","China","","Beijing",8,26,1999,76.3
"Asia","China","","Beijing",8,27,1999,75
"Asia","China","","Beijing",8,28,1999,75.3
"Asia","China","","Beijing",8,29,1999,78.3
"Asia","China","","Beijing",8,30,1999,75.1
"Asia","China","","Beijing",8,31,1999,76.2
"Asia","China","","Beijing",8,1,2000,85.5
"Asia","China","","Beijing",8,2,2000,74.1
"Asia","China","","Beijing",8,3,2000,75.3
"Asia","China","","Beijing",8,4,2000,79.4
"Asia","China","","Beijing",8,5,2000,80.4
"Asia","China","","Beijing",8,6,2000,77.8
"Asia","China","","Beijing",8,7,2000,79
"Asia","China","","Beijing",8,8,2000,73.7
"Asia","China","","Beijing",8,9,2000,80.7
"Asia","China","","Beijing",8,10,2000,79.7
"Asia","China","","Beijing",8,11,2000,79.7
"Asia","China","","Beijing",8,12,2000,77.5
"Asia","China","","Beijing",8,13,2000,79.6
"Asia","China","","Beijing",8,14,2000,81.3
"Asia","China","","Beijing",8,15,2000,83.1
"Asia","China","","Beijing",8,16,2000,82.8
"Asia","China","","Beijing",8,17,2000,77.1
"Asia","China","","Beijing",8,18,2000,77.1
"Asia","China","","Beijing",8,19,2000,71.9
"Asia","China","","Beijing",8,20,2000,76.5
"Asia","China","","Beijing",8,21,2000,77.2
"Asia","China","","Beijing",8,22,2000,72.7
"Asia","China","","Beijing",8,23,2000,76.7
"Asia","China","","Beijing",8,24,2000,80.1
"Asia","China","","Beijing",8,25,2000,79.3
"Asia","China","","Beijing",8,26,2000,79
"Asia","China","","Beijing",8,27,2000,73.8
"Asia","China","","Beijing",8,28,2000,74.7
"Asia","China","","Beijing",8,29,2000,75.7
"Asia","China","","Beijing",8,30,2000,71.7
"Asia","China","","Beijing",8,31,2000,76.2
"Asia","China","","Beijing",8,1,2001,81.1
"Asia","China","","Beijing",8,2,2001,74.9
"Asia","China","","Beijing",8,3,2001,77.3
"Asia","China","","Beijing",8,4,2001,79
"Asia","China","","Beijing",8,5,2001,81.3
"Asia","China","","Beijing",8,6,2001,83.3
"Asia","China","","Beijing",8,7,2001,79.5
"Asia","China","","Beijing",8,8,2001,77.3
"Asia","China","","Beijing",8,9,2001,79.2
"Asia","China","","Beijing",8,10,2001,81.3
"Asia","China","","Beijing",8,11,2001,79.2
"Asia","China","","Beijing",8,12,2001,78.5
"Asia","China","","Beijing",8,13,2001,77.6
"Asia","China","","Beijing",8,14,2001,78.9
"Asia","China","","Beijing",8,15,2001,79.3
"Asia","China","","Beijing",8,16,2001,75.7
"Asia","China","","Beijing",8,17,2001,77.8
"Asia","China","","Beijing",8,18,2001,76.6
"Asia","China","","Beijing",8,19,2001,68.5
"Asia","China","","Beijing",8,20,2001,77.6
"Asia","China","","Beijing",8,21,2001,80.8
"Asia","China","","Beijing",8,22,2001,79.3
"Asia","China","","Beijing",8,23,2001,75.9
"Asia","China","","Beijing",8,24,2001,75.5
"Asia","China","","Beijing",8,25,2001,73.6
"Asia","China","","Beijing",8,26,2001,75.9
"Asia","China","","Beijing",8,27,2001,76.9
"Asia","China","","Beijing",8,28,2001,74.2
"Asia","China","","Beijing",8,29,2001,74.9
"Asia","China","","Beijing",8,30,2001,75.9
"Asia","China","","Beijing",8,31,2001,76.6
"Asia","China","","Beijing",8,1,2002,86.2
"Asia","China","","Beijing",8,2,2002,86.3
"Asia","China","","Beijing",8,3,2002,82.7
"Asia","China","","Beijing",8,4,2002,80.4
"Asia","China","","Beijing",8,5,2002,79.3
"Asia","China","","Beijing",8,6,2002,76.9
"Asia","China","","Beijing",8,7,2002,76.5
"Asia","China","","Beijing",8,8,2002,74.7
"Asia","China","","Beijing",8,9,2002,74.7
"Asia","China","","Beijing",8,10,2002,75.9
"Asia","China","","Beijing",8,11,2002,71.8
"Asia","China","","Beijing",8,12,2002,75.4
"Asia","China","","Beijing",8,13,2002,77.9
"Asia","China","","Beijing",8,14,2002,77.6
"Asia","China","","Beijing",8,15,2002,79.3
"Asia","China","","Beijing",8,16,2002,79.7
"Asia","China","","Beijing",8,17,2002,78.2
"Asia","China","","Beijing",8,18,2002,80.1
"Asia","China","","Beijing",8,19,2002,70.7
"Asia","China","","Beijing",8,20,2002,72.6
"Asia","China","","Beijing",8,21,2002,76.9
"Asia","China","","Beijing",8,22,2002,77.1
"Asia","China","","Beijing",8,23,2002,78.4
"Asia","China","","Beijing",8,24,2002,75.2
"Asia","China","","Beijing",8,25,2002,78.3
"Asia","China","","Beijing",8,26,2002,75.5
"Asia","China","","Beijing",8,27,2002,77.5
"Asia","China","","Beijing",8,28,2002,79.6
"Asia","China","","Beijing",8,29,2002,77.9
"Asia","China","","Beijing",8,30,2002,78.7
"Asia","China","","Beijing",8,31,2002,77.3
"Asia","China","","Beijing",8,1,2003,81.4
"Asia","China","","Beijing",8,2,2003,86.1
"Asia","China","","Beijing",8,3,2003,83.9
